Keypoints: 231.36729431152344,310.90252685546875,-22.263912200927734,227.82029724121094,283.0291442871094,-28.973302841186523,230.1343231201172,294.3375244140625,-18.135723114013672,220.98435974121094,263.56451416015625,-16.48854637145996,227.0594940185547,275.46044921875,-29.424654006958008,226.84178161621094,267.3446960449219,-25.415611267089844,227.05540466308594,249.79685974121094,-5.511732578277588,177.73928833007812,262.330078125,19.24372100830078,226.02078247070312,234.05870056152344,2.1369171142578125,225.01466369628906,224.3500213623047,3.520871162414551,223.05479431152344,194.35902404785156,18.131921768188477,231.77256774902344,314.6776428222656,-22.2164363861084,232.30870056152344,318.0738220214844,-20.821216583251953,232.87803649902344,320.0059814453125,-18.798625946044922,232.65130615234375,320.21685791015625,-20.194366455078125,232.7098846435547,322.7137145996094,-21.619375228881836,232.98667907714844,326.3136901855469,-23.619823455810547,233.54371643066406,330.7630310058594,-24.03839874267578,235.1465301513672,340.50311279296875,-20.723623275756836,228.6843719482422,287.9194641113281,-26.964691162109375,223.298828125,290.06201171875,-19.796594619750977,153.29237365722656,244.80479431152344,54.07400894165039,198.0879669189453,264.9740905761719,11.240378379821777,190.91275024414062,266.5802307128906,12.049784660339355,184.1816864013672,267.0522766113281,14.10741138458252,175.5336456298828,265.5658264160156,19.655038833618164,204.08865356445312,262.00341796875,11.671142578125,187.8697052001953,247.28245544433594,12.794074058532715,195.24472045898438,246.68984985351562,12.46934986114502,180.9739990234375,249.48562622070312,14.815245628356934,176.56222534179688,253.06382751464844,17.0136775970459,170.26519775390625,270.8688049316406,21.736846923828125,209.2681427001953,358.9232177734375,-15.519641876220703,175.5979766845703,261.35107421875,21.5006103515625,152.53330993652344,275.14813232421875,48.01728820800781,162.85887145996094,267.9020080566406,28.945850372314453,194.49159240722656,290.7339172363281,-1.0866515636444092,222.42857360839844,311.0599365234375,-20.709354400634766,224.79576110839844,319.12841796875,-19.493066787719727,213.7324981689453,315.6776428222656,-17.39784049987793,208.4772186279297,320.87591552734375,-13.759267807006836,218.426025390625,321.1559143066406,-16.922319412231445,213.50987243652344,323.6777038574219,-13.436012268066406,201.63160705566406,335.3490905761719,-9.148683547973633,221.965576171875,283.8586730957031,-28.11104393005371,220.2869415283203,276.8424377441406,-28.345455169677734,164.98680114746094,246.97120666503906,21.835411071777344,207.65811157226562,271.61309814453125,1.7649633884429932,207.0316619873047,288.5520324707031,-13.792366981506348,206.43687438964844,285.6414794921875,-11.496854782104492,173.20530700683594,295.1811218261719,7.817619800567627,220.4325714111328,269.2906188964844,-23.293312072753906,180.00064086914062,234.60995483398438,12.653031349182129,170.90296936035156,239.48301696777344,17.33441734313965,158.1833038330078,228.9714813232422,45.94645309448242,210.74778747558594,234.79144287109375,4.9480719566345215,202.07237243652344,248.08566284179688,13.259150505065918,195.51344299316406,329.8843078613281,-5.633060932159424,165.7067108154297,344.3629455566406,43.82807922363281,213.02035522460938,291.9230651855469,-13.031161308288574,219.30239868164062,293.2917175292969,-14.962118148803711,203.46923828125,328.21307373046875,-6.482511520385742,206.8807830810547,327.1318359375,-8.189080238342285,166.86550903320312,235.9677734375,21.405256271362305,207.66921997070312,292.7441711425781,-11.692086219787598,192.80953979492188,232.49111938476562,8.484881401062012,190.85447692871094,226.71510314941406,8.903655052185059,183.140380859375,204.60606384277344,26.726194381713867,162.34671020507812,231.9556121826172,32.12016677856445,187.44334411621094,214.74227905273438,17.703914642333984,160.97210693359375,245.4665069580078,27.732181549072266,156.97756958007812,245.3369903564453,40.25406265258789,223.38038635253906,315.5404357910156,-20.722824096679688,216.25619506835938,318.8375549316406,-17.547740936279297,210.9358673095703,322.2823791503906,-14.165492057800293,215.2231903076172,293.229248046875,-12.385282516479492,205.2252197265625,327.73504638671875,-7.432345390319824,208.04443359375,327.0997314453125,-11.937888145446777,207.70838928222656,326.7804870605469,-8.456750869750977,215.61585998535156,286.92926025390625,-19.536334991455078,215.2027587890625,323.5316467285156,-12.850802421569824,220.2660369873047,321.88385009765625,-15.29110336303711,226.2303009033203,320.73577880859375,-17.609851837158203,225.74331665039062,341.395263671875,-19.897998809814453,224.9424591064453,331.37640380859375,-22.90692710876465,224.7415771484375,326.67633056640625,-22.415386199951172,224.97891235351562,323.0923156738281,-20.290172576904297,225.53790283203125,321.0242004394531,-18.830520629882812,214.2180633544922,323.9544677734375,-13.813490867614746,213.23794555664062,324.7
index.js:257 keypoints length: 468
index.js:272 i: 0, Points: 152.48789978027344,278.7970275878906,66.33341979980469,152.53330993652344,275.14813232421875,48.01728820800781,154.5811309814453,259.45379638671875,46.09032440185547
index.js:272 i: 1, Points: 231.77256774902344,314.6776428222656,-22.2164363861084,231.36729431152344,310.90252685546875,-22.263912200927734,222.42857360839844,311.0599365234375,-20.709354400634766
index.js:272 i: 2, Points: 206.17971801757812,264.8743591308594,9.65535831451416,199.11514282226562,268.5931091308594,9.652155876159668,199.75498962402344,272.73419189453125,7.12587308883667
index.js:272 i: 3, Points: 223.38038635253906,315.5404357910156,-20.722824096679688,222.42857360839844,311.0599365234375,-20.709354400634766,213.7324981689453,315.6776428222656,-17.39784049987793
index.js:272 i: 4, Points: 212.55628967285156,262.4860534667969,5.903292179107666,207.2917022705078,267.8304443359375,6.036190032958984,207.65811157226562,271.61309814453125,1.7649633884429932
index.js:272 i: 5, Points: 206.17971801757812,264.8743591308594,9.65535831451416,207.2917022705078,267.8304443359375,6.036190032958984,212.55628967285156,262.4860534667969,5.903292179107666
index.js:272 i: 6, Points: 171.92625427246094,221.5919647216797,24.71169090270996,187.44334411621094,214.74227905273438,17.703914642333984,183.140380859375,204.60606384277344,26.726194381713867
index.js:272 i: 7, Points: 238.1420135498047,369.4743347167969,-23.95828628540039,221.7422332763672,370.174560546875,-21.338348388671875,223.42642211914062,377.4056396484375,-16.026762008666992
index.js:272 i: 8, Points: 201.80531311035156,253.86569213867188,13.850138664245605,202.20770263671875,259.5347900390625,13.503423690795898,205.93902587890625,258.0234375,14.66162109375
index.js:272 i: 9, Points: 176.3719024658203,280.43316650390625,11.54106330871582,173.20530700683594,295.1811218261719,7.817619800567627,188.9683380126953,283.76910400390625,4.419096946716309
index.js:272 i: 10, Points: 216.25619506835938,318.8375549316406,-17.547740936279297,213.7324981689453,315.6776428222656,-17.39784049987793,208.4772186279297,320.87591552734375,-13.759267807006836
index.js:272 i: 11, Points: 225.01466369628906,224.3500213623047,3.520871162414551,223.92730712890625,209.01681518554688,10.553824424743652,204.24842834472656,211.35072326660156,12.934803009033203
index.js:272 i: 12, Points: 207.0316619873047,288.5520324707031,-13.792366981506348,210.48580932617188,283.6776428222656,-18.558025360107422,210.09434509277344,280.2051086425781,-15.63363265991211
index.js:272 i: 13, Points: 212.3739471435547,349.81182861328125,-16.159914016723633,203.0855255126953,346.58038330078125,-11.46729564666748,199.3382568359375,354.4060974121094,-8.916216850280762
index.js:272 i: 14, Points: 210.9358673095703,322.2823791503906,-14.165492057800293,208.4772186279297,320.87591552734375,-13.759267807006836,204.69334411621094,324.99090576171875,-9.819994926452637
index.js:272 i: 15, Points: 215.2027587890625,323.5316467285156,-12.850802421569824,213.50987243652344,323.6777038574219,-13.436012268066406,209.4707489013672,325.90081787109375,-10.435823440551758
index.js:272 i: 16, Points: 208.4772186279297,320.87591552734375,-13.759267807006836,201.888916015625,314.2065734863281,-10.180148124694824,197.16859436035156,321.7428894042969,-7.384837627410889
index.js:272 i: 17, Points: 190.03399658203125,271.5282287597656,11.021856307983398,180.7710723876953,272.9118347167969,13.992541313171387,176.3719024658203,280.43316650390625,11.54106330871582
index.js:272 i: 18, Points: 194.9881134033203,340.812744140625,-6.52271032333374,188.28346252441406,332.915771484375,-2.8803861141204834,179.749267578125,336.99749755859375,2.862133026123047
index.js:272 i: 19, Points: 225.74331665039062,341.395263671875,-19.897998809814453,235.1465301513672,340.50311279296875,-20.723623275756836,233.54371643066406,330.7630310058594,-24.03839874267578
index.js:272 i: 20, Points: 205.2252197265625,327.73504638671875,-7.432345390319824,203.46923828125,328.21307373046875,-6.482511520385742,206.38250732421875,329.1986389160156,-11.184300422668457
index.js:272 i: 21, Points: 183.82034301757812,255.82081604003906,15.673233032226562,180.9739990234375,249.48562622070312,14.815245628356934,176.56222534179688,253.06382751464844,17.0136775970459
index.js:272 i: 22, Points: 202.07237243652344,248.08566284179688,13.259150505065918,201.80531311035156,253.86569213867188,13.850138664245605,206.09605407714844,255.2641143798828,14.476682662963867
index.js:272 i: 23, Points: 207.96144104003906,338.1153259277344,-13.41015911102295,203.0855255126953,346.58038330078125,-11.46729564666748,212.3739471435547,349.81182861328125,-16.159914016723633
index.js:272 i: 24, Points: 178.40476989746094,352.4447021484375,10.228409767150879,179.749267578125,336.99749755859375,2.862133026123047,170.6776123046875,332.0956726074219,12.693699836730957
